96,1
112,3
16,5
80,1
48,1
32,0
0,2
64,2
81,3
97,4
65,3
33,2
113,2
1,4
17,1
49,1
34,6
82,3
66,5
98,3
50,0
18,2
114,4
2,2
19,0
115,4
35,1
51,1
83,2
67,5
3,3
99,3
100,4
84,3
52,1
4,0
116,3
36,2
20,1
68,3
101,2
21,2
53,1
117,3
37,3
69,2
85,3
5,1
22,2
54,1
102,1
118,3
6,2
70,2
38,0
86,2
119,3
39,4
71,6
55,0
23,2
7,2
103,2
87,3
56,3
120,3
104,5
24,3
40,1
72,5
8,2
88,3
41,2
25,1
105,4
121,3
73,6
57,1
89,3
9,4
122,5
42,1
106,3
74,6
90,2
58,2
26,1
10,1
107,3
59,1
11,2
27,0
75,4
123,8
91,3
43,3
76,4
28,3
92,3
124,8
12,2
60,3
44,2
108,0
13,4
61,1
77,1
29,3
125,3
93,2
45,6
109,0
46,3
30,3
14,3
62,1
110,3
78,1
94,4
15,2
47,3
95,1
79,3
111,2
63,3
31,2
