224,1
160,4
96,3
112,1
16,2
320,3
80,4
48,6
128,4
464,6
208,3
240,4
480,2
32,2
368,3
64,4
272,4
336,2
0,1
416,2
352,1
304,2
448,3
288,6
432,2
400,6
256,3
144,3
176,5
384,4
192,3
225,3
129,2
337,3
81,4
321,2
465,3
193,2
417,2
369,4
289,5
97,4
353,2
65,5
401,3
161,4
33,3
449,2
113,2
385,3
305,5
1,2
257,3
17,2
241,5
273,4
49,7
209,2
433,3
145,3
177,6
450,1
386,4
34,2
338,2
130,3
82,4
66,6
370,3
98,4
50,5
354,3
466,3
194,2
210,5
258,2
146,5
322,2
242,6
226,3
402,3
290,5
434,2
18,3
418,3
114,3
306,4
274,3
178,6
162,5
2,3
451,1
467,4
19,2
115,2
403,3
323,4
387,3
355,4
419,6
243,5
307,2
131,4
35,3
371,4
179,8
275,3
51,3
227,2
195,4
259,2
291,3
83,4
67,3
163,6
3,4
339,4
211,3
435,4
99,5
147,4
100,6
388,4
404,3
148,4
52,3
84,3
196,3
4,1
324,5
340,5
180,6
276,1
420,3
116,1
292,5
436,3
260,5
36,3
212,5
164,4
132,5
468,4
20,1
372,4
308,4
228,1
244,3
68,1
452,3
356,7
101,4
277,6
21,3
229,1
325,3
373,3
261,2
53,5
437,3
117,2
469,4
213,2
293,5
149,6
245,1
181,4
133,4
37,5
421,2
69,2
341,4
453,2
85,5
389,4
309,5
165,6
357,2
405,6
197,3
5,1
454,2
230,5
470,4
326,3
150,2
134,4
374,3
310,4
182,3
166,7
54,6
22,3
246,1
262,2
294,4
214,2
102,6
358,2
390,3
438,2
118,3
278,4
6,2
70,2
406,5
38,7
342,3
86,6
198,3
422,1
439,1
119,3
455,4
151,2
39,4
327,3
71,1
407,5
55,6
231,3
375,1
359,2
263,3
343,3
311,4
471,4
23,3
215,3
279,4
295,4
247,3
7,3
135,5
183,3
103,5
391,3
199,3
87,4
423,2
167,4
312,3
296,5
56,5
440,5
120,5
280,2
424,2
184,6
408,3
200,3
216,2
232,3
456,2
376,6
104,3
24,3
344,5
152,3
472,4
264,3
40,6
72,2
392,1
248,3
8,2
136,4
88,3
328,4
360,5
168,3
41,2
409,5
217,2
137,3
297,5
153,3
441,3
169,3
265,3
345,3
25,1
281,5
329,3
105,3
121,4
473,4
73,3
393,6
57,3
233,5
185,4
201,1
313,4
249,1
89,3
361,2
425,4
9,2
377,2
457,3
122,4
474,5
298,6
410,5
138,3
170,4
458,4
346,3
426,6
394,3
266,6
42,1
250,2
202,2
154,1
362,4
106,4
442,1
74,4
186,5
314,2
90,3
378,3
58,3
218,3
282,2
234,3
26,3
10,2
330,4
363,2
475,2
187,2
267,5
315,2
139,3
331,4
395,5
283,4
379,3
427,3
107,2
59,5
171,6
347,2
11,2
235,5
27,3
411,4
75,2
459,2
219,2
443,2
251,4
203,2
123,6
91,1
43,5
155,3
299,2
332,3
76,2
412,4
156,4
300,2
476,2
428,3
460,2
28,3
220,2
92,2
188,3
172,7
396,5
140,2
124,2
204,1
380,3
236,3
252,3
316,2
444,3
284,3
364,6
12,2
60,4
44,3
108,2
268,3
348,4
381,3
189,3
61,4
413,3
397,5
253,3
13,3
301,3
77,2
477,3
429,4
333,3
29,3
125,3
349,1
157,3
93,3
205,1
445,2
317,1
285,3
45,3
221,3
141,1
237,3
173,5
461,2
109,4
365,4
269,3
398,6
254,2
158,3
366,5
430,4
286,3
46,3
222,2
142,3
30,3
350,3
14,3
446,2
62,6
110,4
302,5
270,4
126,4
382,5
206,2
190,2
318,4
238,3
414,3
174,3
462,3
78,2
478,6
94,2
334,1
159,3
15,4
367,6
47,4
319,2
95,3
79,2
207,3
351,3
255,3
383,7
127,4
191,3
399,8
111,2
175,3
415,5
303,3
479,3
463,4
63,2
143,3
335,6
223,2
447,2
431,2
31,1
287,3
271,3
239,2
